site_name,url,bias_rating,factual_reporting_rating
International Center for Research on Women,www.icrw.org,-11,HIGH
International Consortium of Investigative Journalists,www.icij.org,-4,VERY HIGH
International Crisis Group,www.crisisgroup.org,-10,HIGH
International Energy Agency (IEA),www.iea.org,-5,HIGH
International Organization,www.journals.cambridge.org,1,VERY HIGH
International Press Institute,www.freemedia.at,-1,VERY HIGH
International Rescue Committee (IRC),www.rescue.org,-3,HIGH
International Viewpoint,www.internationalviewpoint.org,-29,MIXED
Intrepid Report,www.intrepidreport.com,-24,MIXED
Intrepid Report,intrepidreport.co.uk,-24,MIXED
Inverse,www.inverse.com,-12,HIGH
Inverse,inverse.co.uk,-12,HIGH
Investigative Reporters and Editors,www.ire.org,-1,VERY HIGH
Investopedia,www.investopedia.com,-1,HIGH
Investopedia,investopedia.co.uk,-1,HIGH
Investors Business Daily,www.investors.com,28,MIXED
Investors Business Daily,investors.co.uk,28,MIXED
Iowa Starting Line,www.iowastartingline.com,-22,HIGH
Iowa Starting Line,iowastartingline.co.uk,-22,HIGH
iPatriot,www.ipatriot.com,24,MIXED
iPatriot,ipatriot.co.uk,24,MIXED
iPolitics,www.ipolitics.ca,-9,HIGH
IRIN News,www.irinnews.org,-10,HIGH
Irish Independent,www.independent.ie,11,HIGH
Israel Hayom,www.israelhayom.com,13,HIGH
Israel Hayom,israelhayom.co.uk,13,HIGH
ITV News,www.itv.com,8,HIGH
ITV News,itv.co.uk,8,HIGH
It’s Going Down,www.itsgoingdown.org,-28,MIXED
Jackson Sun,www.jacksonsun.com,2,HIGH
Jackson Sun,jacksonsun.co.uk,2,HIGH
Jacobin,www.jacobinmag.com,-22,HIGH
Jacobin,jacobinmag.co.uk,-22,HIGH
Japan Times,www.japantimes.co.jp,1,HIGH
Japan Today,www.japantoday.com,7,HIGH
Japan Today,japantoday.co.uk,7,HIGH
Jewish Breaking News,www.jewishbreakingnews.com,12,MIXED
Jewish Breaking News,jewishbreakingnews.co.uk,12,MIXED
Jewish News Syndicate (JNS),www.jns.org,13,HIGH
Jewish Policy Center,www.jewishpolicycenter.org,20,HIGH
Jewish Telegraphic Agency (JTA),www.jta.org,1,HIGH
Jewish World Review,www.jewishworldreview.com,26,MIXED
Jewish World Review,jewishworldreview.co.uk,26,MIXED
Jezebel,www.jezebel.com,-29,MIXED
Jezebel,jezebel.co.uk,-29,MIXED
Jihadica,www.jihadica.com,-9,HIGH
Jihadica,jihadica.co.uk,-9,HIGH
Joint Center for Political and Economic Studies,www.jointcenter.org,-13,HIGH
Journal Gazette & Times-Courier,www.opensecrets.org,-3,HIGH
Journal of Politics and Society,www.helvidius.org,-10,VERY HIGH
JStor Daily,www.daily.jstor.org,-1,VERY HIGH
Judicial Crisis Network,www.judicialnetwork.com,28,MIXED
Judicial Crisis Network,judicialnetwork.co.uk,28,MIXED
Just Facts Daily,www.justfactsdaily.com,19,HIGH
Just Facts Daily,justfactsdaily.co.uk,19,HIGH
Just Facts,www.justfacts.com,12,HIGH
Just Facts,justfacts.co.uk,12,HIGH
Just Security,www.justsecurity.org,-3,HIGH
Kaiser Family Foundation,www.kff.org,-4,HIGH
Kansas City Star,www.kansascity.com,-12,HIGH
Kansas City Star,kansascity.co.uk,-12,HIGH
Kansas Policy Institute (KPI),www.kansaspolicy.org,26,MIXED
Keep and Bear,www.keepandbear.com,28,HIGH
Keep and Bear,keepandbear.co.uk,28,HIGH
KMOV,www.kmov.com,-9,HIGH
KMOV,kmov.co.uk,-9,HIGH
Knight Foundation,www.knightfoundation.org,-7,HIGH
Know Your Meme,www.knowyourmeme.com,-1,HIGH
Know Your Meme,knowyourmeme.co.uk,-1,HIGH
Knowhere,www.knowherenews.com,-1,HIGH
Knowhere,knowherenews.co.uk,-1,HIGH
Knox Report,www.knoxreport.com,30,MIXED
Knox Report,knoxreport.co.uk,30,MIXED
Knoxville News Sentinel,www.knoxnews.com,-12,HIGH
Knoxville News Sentinel,knoxnews.co.uk,-12,HIGH
KOCO News 5,www.koco.com,-7,HIGH
KOCO News 5,koco.co.uk,-7,HIGH
Korea Herald,www.koreaherald.com,8,MIXED
Korea Herald,koreaherald.co.uk,8,MIXED
Kotaku,www.kotaku.com,-13,HIGH
Kotaku,kotaku.co.uk,-13,HIGH
KUOW NPR,www.kuow.org,-10,HIGH
Kurdistan 24,www.kurdistan24.net,-15,MIXED
KUTV Salt Lake City,www.kutv.com,10,HIGH
KUTV Salt Lake City,kutv.co.uk,10,HIGH
Kyiv Post,www.kyivpost.com,-15,MIXED
Kyiv Post,kyivpost.co.uk,-15,MIXED
La Presse,www.lapresse.ca,-16,HIGH
LA Times (Los Angeles Times),www.latimes.com,-14,HIGH
LA Times (Los Angeles Times),latimes.co.uk,-14,HIGH
Las Vegas Review-Journal,www.reviewjournal.com,12,HIGH
Las Vegas Review-Journal,reviewjournal.co.uk,12,HIGH
Latest.com,www.latest.com,-29,MIXED
Latest.com,latest.co.uk,-29,MIXED
Latin Times,www.latintimes.com,-8,HIGH
Latin Times,latintimes.co.uk,-8,HIGH
Lavender Magazine,www.lavendermagazine.com,-22,HIGH
Lavender Magazine,lavendermagazine.co.uk,-22,HIGH
Law Newz,www.lawnewz.com,-11,HIGH
Law Newz,lawnewz.co.uk,-11,HIGH
Lawfare Blog,www.lawfareblog.com,-13,HIGH
Lawfare Blog,lawfareblog.co.uk,-13,HIGH
Le Devoir,www.ledevoir.com,1,HIGH
Le Devoir,ledevoir.co.uk,1,HIGH
Lead Stories,www.leadstories.com,-2,VERY HIGH
Lead Stories,leadstories.co.uk,-2,VERY HIGH
Learn Liberty,www.learnliberty.org,8,HIGH
Left Action,www.leftaction.com,-25,HIGH
Left Action,leftaction.co.uk,-25,HIGH
Left Foot Forward,www.leftfootforward.org,-23,HIGH
Left Justified,www.leftjustified.com,-9,HIGH
Left Justified,leftjustified.co.uk,-9,HIGH
Left Over Rights,www.leftoverrights.com,-27,MIXED
Left Over Rights,leftoverrights.co.uk,-27,MIXED
Left Side of History,www.leftsideofhistory.com,-23,MIXED
Left Side of History,leftsideofhistory.co.uk,-23,MIXED
Left Voice,www.leftvoice.org,-22,HIGH
Left Wing Nation,www.leftwingnation.org,-28,HIGH
LeftScoop,www.leftscoop.com,-29,MIXED
LeftScoop,leftscoop.co.uk,-29,MIXED
Legal Insurrection,www.legalinsurrection.com,24,MIXED
Legal Insurrection,legalinsurrection.co.uk,24,MIXED
Lethbridge Herald,www.lethbridgeherald.com,-12,HIGH
Lethbridge Herald,lethbridgeherald.co.uk,-12,HIGH
Lexington Herald Leader,www.kentucky.com,-10,HIGH
Lexington Herald Leader,kentucky.co.uk,-10,HIGH
Lexington Institute,www.lexingtoninstitute.org,8,HIGH
LGBTQ Nation,www.lgbtqnation.com,-18,HIGH
LGBTQ Nation,lgbtqnation.co.uk,-18,HIGH
Libcom.org,www.libcom.org,-28,HIGH
Liberal America,www.liberalamerica.org,-25,MIXED
Liberal Examiner,www.liberalexaminer.com,-29,MIXED
Liberal Examiner,liberalexaminer.co.uk,-29,MIXED
Liberal Mountain,www.liberalmountain.com,-16,HIGH
Liberal Mountain,liberalmountain.co.uk,-16,HIGH
Liberals Unite (Samuel Warde),www.samuel-warde.com,-27,MIXED
Liberals Unite (Samuel Warde),samuel-warde.co.uk,-27,MIXED
Liberation News,www.liberationnews.org,-22,HIGH
Liberty Hangout,www.libertyhangout.org,23,MIXED
Liberty Headlines,www.libertyheadlines.com,29,MIXED
Liberty Headlines,libertyheadlines.co.uk,29,MIXED
Liberty Nation,www.libertynation.com,29,MIXED
Liberty Nation,libertynation.co.uk,29,MIXED
Liberty News,www.libertynews.com,30,MIXED
Liberty News,libertynews.co.uk,30,MIXED
Liberty Viral,www.libertyviral.com,13,HIGH
Liberty Viral,libertyviral.co.uk,13,HIGH
LibertyTalk.FM,www.libertytalk.fm,27,MIXED
Life and About,www.lifeandabout.com,30,MIXED
Life and About,lifeandabout.co.uk,30,MIXED
Life Decisions International,www.fightpp.org,27,MIXED
Life News,www.lifenews.com,30,MIXED
Life News,lifenews.co.uk,30,MIXED
Life Site News,www.lifesitenews.com,26,MIXED
Life Site News,lifesitenews.co.uk,26,MIXED
Lifehacker,www.lifehacker.com,-10,HIGH
Lifehacker,lifehacker.co.uk,-10,HIGH
LifeZette,www.lifezette.com,24,MIXED
LifeZette,lifezette.co.uk,24,MIXED
Lima Charlie News,www.limacharlienews.com,2,HIGH
Lima Charlie News,limacharlienews.co.uk,2,HIGH
Lincoln Journal Star,www.journalstar.com,-2,HIGH
Lincoln Journal Star,journalstar.co.uk,-2,HIGH
ListVerse,www.listverse.com,-3,HIGH
ListVerse,listverse.co.uk,-3,HIGH
Little Green Footballs,www.littlegreenfootballs.com,-22,MIXED
Little Green Footballs,littlegreenfootballs.co.uk,-22,MIXED
LiveLeak,www.liveleak.com,-12,HIGH
LiveLeak,liveleak.co.uk,-12,HIGH
Lompoc Record,www.lompocrecord.com,1,HIGH
Lompoc Record,lompocrecord.co.uk,1,HIGH
London Broadcasting Company (LBC),www.lbc.co.uk,17,MIXED
London Evening Standard,www.standard.co.uk,15,HIGH
London Free Press,www.lfpress.com,7,MIXED
London Free Press,lfpress.co.uk,7,MIXED
Lone Conservative,www.loneconservative.com,24,MIXED
Lone Conservative,loneconservative.co.uk,24,MIXED
Longview News-Journal,www.news-journal.com,2,HIGH
Longview News-Journal,news-journal.co.uk,2,HIGH
Los Angeles Daily News,www.dailynews.com,6,HIGH
Los Angeles Daily News,dailynews.co.uk,6,HIGH
Louder With Crowder,www.louderwithcrowder.com,30,MIXED
Louder With Crowder,louderwithcrowder.co.uk,30,MIXED
Love Knowledge,www.loveknowledge.org,-26,MIXED
Lyin’ Comey,www.lyincomey.com,29,MIXED
Lyin’ Comey,lyincomey.co.uk,29,MIXED
Lynx Media,www.lynx.media,7,MIXED
Mackinac Center for Public Policy,www.mackinac.org,10,HIGH
Maclean’s Magazine,www.macleans.ca,-11,HIGH
Maine Beacon,www.mainebeacon.com,-9,HIGH
Maine Beacon,mainebeacon.co.uk,-9,HIGH
MakeUseOf,www.makeuseof.com,-2,HIGH
MakeUseOf,makeuseof.co.uk,-2,HIGH
Malaysia Today,www.malaysia-today.net,2,MIXED
Manchester Union Leader,www.unionleader.com,19,MIXED
Manchester Union Leader,unionleader.co.uk,19,MIXED
Manhattan Institute for Policy Research,www.manhattan-institute.org,10,HIGH
Maplight,www.maplight.org,-2,VERY HIGH
MarketWatch,www.marketwatch.com,0,HIGH
MarketWatch,marketwatch.co.uk,0,HIGH
Mashable,www.mashable.com,-20,HIGH
Mashable,mashable.co.uk,-20,HIGH
McClatchyDC,www.mcclatchydc.com,-4,HIGH
McClatchyDC,mcclatchydc.co.uk,-4,HIGH
Mean Left Hook,www.meanlefthook.com,-28,MIXED
Mean Left Hook,meanlefthook.co.uk,-28,MIXED
Media Circus,www.mediacircus.com,30,MIXED
Media Circus,mediacircus.co.uk,30,MIXED
Media Equalizer,www.mediaequalizer.com,29,MIXED
Media Equalizer,mediaequalizer.co.uk,29,MIXED
Media Matters,www.mediamatters.org,-24,HIGH
Media Research Center (MRC),www.mrc.org,28,MIXED
MediaFile,www.mediafiledc.com,-12,HIGH
MediaFile,mediafiledc.co.uk,-12,HIGH
Mediaite,www.mediaite.com,-23,HIGH
Mediaite,mediaite.co.uk,-23,HIGH
MediaShift,www.mediashift.org,-4,HIGH
Medium,www.medium.com,-12,MIXED
Medium,medium.co.uk,-12,MIXED
Meduza,www.meduza.io,-19,HIGH
Mehr News Agency,www.en.mehrnews.com,23,MIXED
Mehr News Agency,en.mehrnews.co.uk,23,MIXED
Memeorandum,www.memeorandum.com,-4,MIXED
Memeorandum,memeorandum.co.uk,-4,MIXED
Mental Floss,www.mentalfloss.com,-2,HIGH
Mental Floss,mentalfloss.co.uk,-2,HIGH
Mercatornet,www.mercatornet.com,28,HIGH
Mercatornet,mercatornet.co.uk,28,HIGH
MercoPress,www.en.mercopress.com,-1,HIGH
MercoPress,en.mercopress.co.uk,-1,HIGH
Merion West,www.merionwest.com,5,HIGH
Merion West,merionwest.co.uk,5,HIGH
Merry Jane,www.merryjane.com,-20,HIGH
Merry Jane,merryjane.co.uk,-20,HIGH
Metabunk,www.metabunk.org,-3,HIGH
Metro UK,www.metro.co.uk,-14,HIGH
Metro,www.metro.us,-10,HIGH
Mexico Daily News,www.mexiconewsdaily.com,-13,HIGH
Mexico Daily News,mexiconewsdaily.co.uk,-13,HIGH
Miami Herald,www.miamiherald.com,-10,HIGH
Miami Herald,miamiherald.co.uk,-10,HIGH
Miami New Times,www.miaminewtimes.com,-23,HIGH
Miami New Times,miaminewtimes.co.uk,-23,HIGH
Mic,www.mic.com,-14,HIGH
Mic,mic.co.uk,-14,HIGH
Middle East Monitor,www.middleeastmonitor.com,-21,MIXED
Middle East Monitor,middleeastmonitor.co.uk,-21,MIXED
Migration Policy Institute,www.migrationpolicy.org,-10,HIGH
Military Times,www.militarytimes.com,8,HIGH
Military Times,militarytimes.co.uk,8,HIGH
Military.com,www.military.com,3,HIGH
Military.com,military.co.uk,3,HIGH
Milwaukee Journal-Sentinel,www.jsonline.com,-9,HIGH
Milwaukee Journal-Sentinel,jsonline.co.uk,-9,HIGH
Minneapolis Star Tribune,www.startribune.com,-9,HIGH
Minneapolis Star Tribune,startribune.co.uk,-9,HIGH
Minnesota Public Radio (MPR),www.mprnews.org,-11,HIGH
MinnPost,www.minnpost.com,-11,HIGH
MinnPost,minnpost.co.uk,-11,HIGH
Mint Press News,www.mintpressnews.com,-16,MIXED
Mint Press News,mintpressnews.co.uk,-16,MIXED
Mises Daily,www.mises.org,16,MIXED
Missoulian,www.missoulian.com,-3,HIGH
Missoulian,missoulian.co.uk,-3,HIGH
MLive (Michigan – Booth Newspapers),www.mlive.com,-1,HIGH
MLive (Michigan – Booth Newspapers),mlive.co.uk,-1,HIGH
Modern Liberals,www.modernliberals.com,-29,MIXED
Modern Liberals,modernliberals.co.uk,-29,MIXED
Molad The Center for the Renewal of Israeli Democracy,www.molad.org,-20,HIGH
Mondoweiss,www.mondoweiss.net,-18,HIGH
Mongabay,www.news.mongabay.com,-12,HIGH
Mongabay,news.mongabay.co.uk,-12,HIGH
Montana Standard,www.mtstandard.com,-3,HIGH
Montana Standard,mtstandard.co.uk,-3,HIGH
Monthly Review,www.monthlyreview.org,-13,HIGH
Montreal Gazette,www.montrealgazette.com,-12,HIGH
Montreal Gazette,montrealgazette.co.uk,-12,HIGH
Moon of Alabama,www.moonofalabama.org,-26,MIXED
Morning Consult,www.morningconsult.com,-13,HIGH
Morning Consult,morningconsult.co.uk,-13,HIGH
Moscow Times,www.themoscowtimes.com,-14,HIGH
Moscow Times,themoscowtimes.co.uk,-14,HIGH
Mother Jones,www.motherjones.com,-23,HIGH
Mother Jones,motherjones.co.uk,-23,HIGH
Mother Nature Network,www.mnn.com,-15,HIGH
Mother Nature Network,mnn.co.uk,-15,HIGH
Mountain Democrat,www.mtdemocrat.com,-8,HIGH
Mountain Democrat,mtdemocrat.co.uk,-8,HIGH
Move On,www.front.moveon.org,-29,MIXED
Ms. (Magazine),www.msmagazine.com,-20,HIGH
Ms. (Magazine),msmagazine.co.uk,-20,HIGH
MSN.com,www.msn.com,-9,HIGH
MSN.com,msn.co.uk,-9,HIGH
MSNBC,www.msnbc.com,-24,MIXED
MSNBC,msnbc.co.uk,-24,MIXED
Muncie Voice,www.muncievoice.com,-15,HIGH
Muncie Voice,muncievoice.co.uk,-15,HIGH
MWC News – Media With Conscience,www.mwcnews.net,-12,HIGH
MyNorthwest,www.mynorthwest.com,12,HIGH
MyNorthwest,mynorthwest.co.uk,12,HIGH
Naked Capitalism,www.nakedcapitalism.com,-12,HIGH
Naked Capitalism,nakedcapitalism.co.uk,-12,HIGH
Nap-Sack,www.nap-sack.org,-18,MIXED
Napa Valley Register,www.napavalleyregister.com,2,HIGH
Napa Valley Register,napavalleyregister.co.uk,2,HIGH
Nation of Change,www.nationofchange.org,-23,MIXED
National Affairs Magazine,www.nationalaffairs.com,9,HIGH
National Affairs Magazine,nationalaffairs.co.uk,9,HIGH
National Association for the Advancement of Colored People (NAACP),www.naacp.org,-17,HIGH
National Bureau of Economic Research (NBER),www.nber.org,1,HIGH
National Center for Public Policy Research (NCPPR),www.nationalcenter.org,28,MIXED
National Center for Transgender Equality (NCTE),www.transequality.org,-15,HIGH
National Institute on Money in State Politics,www.followthemoney.org,-4,HIGH
National Interest,www.nationalinterest.org,6,HIGH
National Journal,www.nationaljournal.com,-4,HIGH
National Journal,nationaljournal.co.uk,-4,HIGH
National Monitor,www.natmonitor.com,-15,HIGH
National Monitor,natmonitor.co.uk,-15,HIGH
National Newswatch,www.nationalnewswatch.com,-8,HIGH
National Newswatch,nationalnewswatch.co.uk,-8,HIGH
National Observer (Canada),www.nationalobserver.com,-15,HIGH
National Observer (Canada),nationalobserver.co.uk,-15,HIGH
National Post,www.nationalpost.com,13,HIGH
National Post,nationalpost.co.uk,13,HIGH
National Review,www.nationalreview.com,26,MIXED
National Review,nationalreview.co.uk,26,MIXED
National Rifle Association (NRA),www.home.nra.org,30,MIXED
National Youth Rights Association,www.youthrights.org,-8,HIGH
NationMaster,www.nationmaster.com,-1,VERY HIGH
NationMaster,nationmaster.co.uk,-1,VERY HIGH
Natural Resource Governance Institute,www.resourcegovernance.org,-11,HIGH
Natural Resources Defense Council,www.nrdc.org,-14,HIGH
Nature Conservancy,www.nature.org,-9,HIGH
NBC News,www.nbcnews.com,-14,HIGH
NBC News,nbcnews.co.uk,-14,HIGH
NC Policy Watch,www.ncpolicywatch.com,-14,HIGH
NC Policy Watch,ncpolicywatch.co.uk,-14,HIGH
NDTV,www.ndtv.com,-12,HIGH
NDTV,ndtv.co.uk,-12,HIGH
Need 2 Know,www.theneed2know.com,-5,HIGH
Need 2 Know,theneed2know.co.uk,-5,HIGH
Netherlands Radio and Television Association (NOS),www.nos.nl,7,HIGH
New America,www.newamerica.org,-3,HIGH
New Bern Sun Journal,www.newbernsj.com,-4,HIGH
New Bern Sun Journal,newbernsj.co.uk,-4,HIGH
New Boston Post,www.newbostonpost.com,24,MIXED
New Boston Post,newbostonpost.co.uk,24,MIXED
New England Cable News (NECN),www.necn.com,-9,HIGH
New England Cable News (NECN),necn.co.uk,-9,HIGH
New Europe,www.neweurope.eu,-13,HIGH
New Internationalist,www.newint.org,-22,HIGH
New Left Review,www.newleftreview.org,-14,HIGH
New Matilda,www.newmatilda.com,-13,HIGH
New Matilda,newmatilda.co.uk,-13,HIGH
New Moderate,www.newmoderate.com,-11,HIGH
New Moderate,newmoderate.co.uk,-11,HIGH
New Politics Magazine,www.newpol.org,-19,HIGH
New Republic,www.newrepublic.com,-20,HIGH
New Republic,newrepublic.co.uk,-20,HIGH
New Revolution Now,www.newrevolutionnow.org,22,HIGH
New Statesman,www.newstatesman.com,-22,HIGH
New Statesman,newstatesman.co.uk,-22,HIGH
New York Daily News,www.nydailynews.com,-15,MIXED
New York Daily News,nydailynews.co.uk,-15,MIXED
New York Magazine,www.nymag.com,-22,HIGH
New York Magazine,nymag.co.uk,-22,HIGH
New York Observer,www.observer.com,20,HIGH
New York Observer,observer.co.uk,20,HIGH
New York Post,www.nypost.com,17,MIXED
New York Post,nypost.co.uk,17,MIXED
New York Times,www.nytimes.com,-12,HIGH
New York Times,nytimes.co.uk,-12,HIGH
New Yorker,www.newyorker.com,-23,HIGH
New Yorker,newyorker.co.uk,-23,HIGH
New Zealand Herald,www.nzherald.co.nz,1,HIGH
News and Guts,www.newsandgutsmedia.com,-13,HIGH
News and Guts,newsandgutsmedia.co.uk,-13,HIGH
News Channel 4 (KFOR.com),www.kfor.com,-8,HIGH
News Channel 4 (KFOR.com),kfor.co.uk,-8,HIGH
News Corpse,www.newscorpse.com,-29,MIXED
News Corpse,newscorpse.co.uk,-29,MIXED
News Deeply,www.newsdeeply.com,-16,HIGH
News Deeply,newsdeeply.co.uk,-16,HIGH
News Heist,www.newsheist.com,12,MIXED
News Heist,newsheist.co.uk,12,MIXED
News Lookup,www.newslookup.com,-1,HIGH
News Lookup,newslookup.co.uk,-1,HIGH
News Rescue,www.newsrescue.com,11,HIGH
News Rescue,newsrescue.co.uk,11,HIGH
News-Gazette,www.news-gazette.com,8,HIGH
News-Gazette,news-gazette.co.uk,8,HIGH
News.com.au,www.news.com.au,-12,HIGH
News24 (South Africa),www.news24.com,2,HIGH
News24 (South Africa),news24.co.uk,2,HIGH
Newsbusters,www.newsbusters.org,30,MIXED
Newsday,www.newsday.com,-15,HIGH
Newsday,newsday.co.uk,-15,HIGH
Newsela,www.newsela.com,-3,HIGH
Newsela,newsela.co.uk,-3,HIGH
Newser,www.newser.com,-9,HIGH
Newser,newser.co.uk,-9,HIGH
NewsGru,www.newsgru.com,-15,MIXED
NewsGru,newsgru.co.uk,-15,MIXED
NewsHounds,www.newshounds.us,-25,MIXED
Newsline,www.newsline.com,12,MIXED
Newsline,newsline.co.uk,12,MIXED
NewsLogue,www.newslogue.com,-28,MIXED
NewsLogue,newslogue.co.uk,-28,MIXED
Newsmax,www.newsmax.com,26,MIXED
Newsmax,newsmax.co.uk,26,MIXED
NewsNow (UK),www.newsnow.co.uk,-3,MIXED
NewsOne,www.newsone.com,-16,HIGH
NewsOne,newsone.co.uk,-16,HIGH
Newsweek,www.newsweek.com,-23,MIXED
Newsweek,newsweek.co.uk,-23,MIXED
Newsy,www.newsy.com,-10,HIGH
Newsy,newsy.co.uk,-10,HIGH
Next Avenue,www.nextavenue.org,-5,HIGH
Next News Network,www.nextnewsnetwork.com,30,MIXED
Next News Network,nextnewsnetwork.co.uk,30,MIXED
NextGov,www.nextgov.com,-2,HIGH
NextGov,nextgov.co.uk,-2,HIGH
NHK World,www.www3.nhk.or.jp,-2,HIGH
Niskanen Center,www.niskanencenter.org,-5,HIGH
NK News,www.nknews.org,-4,HIGH
No Labels,www.nolabels.org,-3,HIGH
Noozhawk,www.noozhawk.com,-4,HIGH
Noozhawk,noozhawk.co.uk,-4,HIGH
North Korea Times,www.northkoreatimes.com,-3,MIXED
North Korea Times,northkoreatimes.co.uk,-3,MIXED
North99,www.north99.org,-24,HIGH
Northwest Indiana Times,www.nwitimes.com,2,HIGH
Northwest Indiana Times,nwitimes.co.uk,2,HIGH
Not Liberal,www.notliberal.com,29,MIXED
Not Liberal,notliberal.co.uk,29,MIXED
Nova Magazine,www.nova-magazine.net,-29,MIXED
Novinite,www.novinite.com,-4,HIGH
Novinite,novinite.co.uk,-4,HIGH
Now Magazine,www.nowtoronto.com,-18,HIGH
Now Magazine,nowtoronto.co.uk,-18,HIGH
NowThis News,www.nowthisnews.com,-23,MIXED
NowThis News,nowthisnews.co.uk,-23,MIXED
NPR (National Public Radio),www.npr.org,-9,VERY HIGH
NTD.TV (New Tang Dynasty),www.ntd.tv,14,HIGH
NTK Network,www.ntknetwork.com,27,MIXED
NTK Network,ntknetwork.co.uk,27,MIXED
Numbers USA,www.numbersusa.com,29,MIXED
Numbers USA,numbersusa.co.uk,29,MIXED
OC Weekly,www.ocweekly.com,-12,HIGH
OC Weekly,ocweekly.co.uk,-12,HIGH
Odessa American,www.oaoa.com,10,HIGH
Odessa American,oaoa.co.uk,10,HIGH
Offended America,www.offendedamerica.com,29,MIXED
Offended America,offendedamerica.co.uk,29,MIXED
Offgrid Survival,www.offgridsurvival.com,29,MIXED
Offgrid Survival,offgridsurvival.co.uk,29,MIXED
Oil and Water Don’t Mix,www.oilandwaterdontmix.org,-8,HIGH
Oil Price,www.oilprice.com,8,HIGH
Oil Price,oilprice.co.uk,8,HIGH
Omaha World-Herald,www.omaha.com,10,HIGH
Omaha World-Herald,omaha.co.uk,10,HIGH
One America News Network,www.oann.com,29,MIXED
One America News Network,oann.co.uk,29,MIXED
One Green Planet,www.onegreenplanet.org,-27,MIXED
OneEighty,www.180report.com,-1,MIXED
OneEighty,180report.co.uk,-1,MIXED
OneIndia,www.oneindia.com,-12,MIXED
OneIndia,oneindia.co.uk,-12,MIXED
OneNewsNow,www.onenewsnow.com,29,MIXED
OneNewsNow,onenewsnow.co.uk,29,MIXED
Ontario Proud,www.ontarioproud.ca,24,HIGH
OpEdNews (OEN),www.opednews.com,-27,MIXED
OpEdNews (OEN),opednews.co.uk,-27,MIXED
Open the Government,www.openthegovernment.org,-3,HIGH
openDemocracy,www.opendemocracy.net,-15,HIGH
Opposing Views,www.opposingviews.com,-14,HIGH
Opposing Views,opposingviews.co.uk,-14,HIGH
OpsLens,www.opslens.com,30,MIXED
OpsLens,opslens.co.uk,30,MIXED
Orange County Register,www.ocregister.com,11,HIGH
Orange County Register,ocregister.co.uk,11,HIGH
Oregonian,www.oregonlive.com,12,HIGH
Oregonian,oregonlive.co.uk,12,HIGH
Orlando Sentinel,www.orlandosentinel.com,10,HIGH
Orlando Sentinel,orlandosentinel.co.uk,10,HIGH
Ottawa Citizen,www.ottawacitizen.com,10,HIGH
Ottawa Citizen,ottawacitizen.co.uk,10,HIGH
Our Voice NY,www.ourvoiceny.com,-25,HIGH
Our Voice NY,ourvoiceny.co.uk,-25,HIGH
Our World In Data,www.ourworldindata.org,-8,HIGH
